mrid,conducting_equipment,connect,connected_terminals,current_feeder_direction,name,phases,sequence_number,traced_phases,connected,base_voltage,connectivity_node,connectivity_node_id,current_phases.terminal,names,normal_phases.terminal
220802-350373,BusbarSection{220802},True,"[Terminal{21359297-350373}, Terminal{205048-350373}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{350373-cn},350373-cn,Terminal{220802-350373},<generator object ngen at 0x0000015E8FE996C0>,Terminal{220802-350373}
183658-318278,AcLineSegment{183658},True,"[Terminal{662011-318278}, Terminal{176629-318278}, Terminal{176630-318278}, Terminal{153413-318278}, Terminal{29218917-318278}, Terminal{181502-318278}, Terminal{677687-318278}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{318278-cn},318278-cn,Terminal{183658-318278},<generator object ngen at 0x0000015E8FE996C0>,Terminal{183658-318278}
29218147-616337,EnergyConsumer{29218147},True,"[Terminal{653462-616337}, Terminal{529191-616337}, Terminal{144801-616337}, Terminal{569298-616337}, Terminal{652754-616337}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{616337-cn},616337-cn,Terminal{29218147-616337},<generator object ngen at 0x0000015E8FE996C0>,Terminal{29218147-616337}
20979978-519816,Junction{20979978},True,"[Terminal{412510-519816}, Terminal{412511-519816}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{519816-cn},519816-cn,Terminal{20979978-519816},<generator object ngen at 0x0000015E8FE996C0>,Terminal{20979978-519816}
20876545-116334,Junction{20876545},True,"[Terminal{220472-116334}, Terminal{729620-116334}, Terminal{220471-116334}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{116334-cn},116334-cn,Terminal{20876545-116334},<generator object ngen at 0x0000015E8FE996C0>,Terminal{20876545-116334}
136481-608871,AcLineSegment{136481},True,[Terminal{17140896-608871}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{608871-cn},608871-cn,Terminal{136481-608871},<generator object ngen at 0x0000015E8FE996C0>,Terminal{136481-608871}
15784804-410046,EnergyConsumer{15784804},True,[Terminal{280516-410046}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{410046-cn},410046-cn,Terminal{15784804-410046},<generator object ngen at 0x0000015E8FE996C0>,Terminal{15784804-410046}
233392-125129,AcLineSegment{233392},True,"[Terminal{230300-125129}, Terminal{11157832-125129}, Terminal{238645-125129}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{125129-cn},125129-cn,Terminal{233392-125129},<generator object ngen at 0x0000015E8FE996C0>,Terminal{233392-125129}
637221-316588,AcLineSegment{637221},True,[Terminal{175116-316588}],FeederDirection.BOTH,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{316588-cn},316588-cn,Terminal{637221-316588},<generator object ngen at 0x0000015E8FE996C0>,Terminal{637221-316588}
17350000-722459,EnergyConsumer{17350000},True,[Terminal{186184-722459}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{722459-cn},722459-cn,Terminal{17350000-722459},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17350000-722459}
707-34917,AcLineSegment{707},True,[Terminal{219475-34917}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{34917-cn},34917-cn,Terminal{707-34917},<generator object ngen at 0x0000015E8FE996C0>,Terminal{707-34917}
636464-155273,AcLineSegment{636464},True,"[Terminal{63655-155273}, Terminal{636465-155273}, Terminal{14420154-155273}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{155273-cn},155273-cn,Terminal{636464-155273},<generator object ngen at 0x0000015E8FE996C0>,Terminal{636464-155273}
580071-412518,AcLineSegment{580071},True,"[Terminal{579480-412518}, Terminal{637284-412518}, Terminal{653459-412518}, Terminal{283092-412518}, Terminal{29218059-412518}, Terminal{580474-412518}, Terminal{545251-412518}, Terminal{181836-412518}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{412518-cn},412518-cn,Terminal{580071-412518},<generator object ngen at 0x0000015E8FE996C0>,Terminal{580071-412518}
603470-324191,AcLineSegment{603470},True,[Terminal{657969-324191}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{324191-cn},324191-cn,Terminal{603470-324191},<generator object ngen at 0x0000015E8FE996C0>,Terminal{603470-324191}
37030-118283,BusbarSection{37030},True,"[Terminal{224229-118283}, Terminal{37026-118283}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{118283-cn},118283-cn,Terminal{37030-118283},<generator object ngen at 0x0000015E8FE996C0>,Terminal{37030-118283}
546049-275624,AcLineSegment{546049},True,[Terminal{17348256-275624}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{275624-cn},275624-cn,Terminal{546049-275624},<generator object ngen at 0x0000015E8FE996C0>,Terminal{546049-275624}
179266-705602,AcLineSegment{179266},True,[Terminal{18009356-705602}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{705602-cn},705602-cn,Terminal{179266-705602},<generator object ngen at 0x0000015E8FE996C0>,Terminal{179266-705602}
31410676-563826,Junction{31410676},True,"[Terminal{469096-563826}, Terminal{118178-563826}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{563826-cn},563826-cn,Terminal{31410676-563826},<generator object ngen at 0x0000015E8FE996C0>,Terminal{31410676-563826}
567713-649123,AcLineSegment{567713},True,[Terminal{17350156-649123}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{649123-cn},649123-cn,Terminal{567713-649123},<generator object ngen at 0x0000015E8FE996C0>,Terminal{567713-649123}
60696-423942,AcLineSegment{60696},True,"[Terminal{370861-423942}, Terminal{370860-423942}, Terminal{19229908-423942}, Terminal{60694-423942}, Terminal{370862-423942}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{423942-cn},423942-cn,Terminal{60696-423942},<generator object ngen at 0x0000015E8FE996C0>,Terminal{60696-423942}
637222-302093,AcLineSegment{637222},True,"[Terminal{583317-302093}, Terminal{29218334-302093}, Terminal{686075-302093}, Terminal{164079-302093}, Terminal{637221-302093}]",FeederDirection.BOTH,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{302093-cn},302093-cn,Terminal{637222-302093},<generator object ngen at 0x0000015E8FE996C0>,Terminal{637222-302093}
537013-622976,AcLineSegment{537013},True,[Terminal{18327512-622976}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{622976-cn},622976-cn,Terminal{537013-622976},<generator object ngen at 0x0000015E8FE996C0>,Terminal{537013-622976}
370867-101747,AcLineSegment{370867},True,[Terminal{18277017-101747}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{101747-cn},101747-cn,Terminal{370867-101747},<generator object ngen at 0x0000015E8FE996C0>,Terminal{370867-101747}
17355971-430101,EnergyConsumer{17355971},True,[Terminal{299631-430101}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{430101-cn},430101-cn,Terminal{17355971-430101},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17355971-430101}
18010186-437675,EnergyConsumer{18010186},True,[Terminal{65432-437675}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{437675-cn},437675-cn,Terminal{18010186-437675},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18010186-437675}
531614-270477,AcLineSegment{531614},True,"[Terminal{528539-270477}, Terminal{535589-270477}, Terminal{698411-270477}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{270477-cn},270477-cn,Terminal{531614-270477},<generator object ngen at 0x0000015E8FE996C0>,Terminal{531614-270477}
223487-368421,BusbarSection{223487},True,"[Terminal{257363-368421}, Terminal{223486-368421}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{368421-cn},368421-cn,Terminal{223487-368421},<generator object ngen at 0x0000015E8FE996C0>,Terminal{223487-368421}
559743-643159,AcLineSegment{559743},True,[Terminal{17348442-643159}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{643159-cn},643159-cn,Terminal{559743-643159},<generator object ngen at 0x0000015E8FE996C0>,Terminal{559743-643159}
219476-364755,BusbarSection{219476},True,"[Terminal{720423-364755}, Terminal{219477-364755}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{364755-cn},364755-cn,Terminal{219476-364755},<generator object ngen at 0x0000015E8FE996C0>,Terminal{219476-364755}
18002561-616384,EnergyConsumer{18002561},True,"[Terminal{584727-616384}, Terminal{529220-616384}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{616384-cn},616384-cn,Terminal{18002561-616384},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18002561-616384}
730051-75814,Disconnector{730051},True,"[Terminal{21359246-75814}, Terminal{21359287-75814}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{75814-cn},75814-cn,Terminal{730051-75814},<generator object ngen at 0x0000015E8FE996C0>,Terminal{730051-75814}
19050192-410620,Junction{19050192},True,"[Terminal{281077-410620}, Terminal{281078-410620}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{410620-cn},410620-cn,Terminal{19050192-410620},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19050192-410620}
411605-53197,AcLineSegment{411605},True,[Terminal{19385-53197}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{53197-cn},53197-cn,Terminal{411605-53197},<generator object ngen at 0x0000015E8FE996C0>,Terminal{411605-53197}
412575-519813,AcLineSegment{412575},True,"[Terminal{412509-519813}, Terminal{412508-519813}, Terminal{20979983-519813}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{519813-cn},519813-cn,Terminal{412575-519813},<generator object ngen at 0x0000015E8FE996C0>,Terminal{412575-519813}
17338964-635562,EnergyConsumer{17338964},True,[Terminal{550913-635562}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{635562-cn},635562-cn,Terminal{17338964-635562},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17338964-635562}
602540-674922,AcLineSegment{602540},True,"[Terminal{163765-674922}, Terminal{38432976-674922}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{674922-cn},674922-cn,Terminal{602540-674922},<generator object ngen at 0x0000015E8FE996C0>,Terminal{602540-674922}
539230-302086,AcLineSegment{539230},True,[Terminal{164073-302086}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{302086-cn},302086-cn,Terminal{539230-302086},<generator object ngen at 0x0000015E8FE996C0>,Terminal{539230-302086}
17347599-624081,EnergyConsumer{17347599},True,[Terminal{538476-624081}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{624081-cn},624081-cn,Terminal{17347599-624081},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17347599-624081}
156570-662218,AcLineSegment{156570},True,[Terminal{17350108-662218}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{662218-cn},662218-cn,Terminal{156570-662218},<generator object ngen at 0x0000015E8FE996C0>,Terminal{156570-662218}
551876-278589,AcLineSegment{551876},True,"[Terminal{537011-278589}, Terminal{537013-278589}, Terminal{14413292-278589}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{278589-cn},278589-cn,Terminal{551876-278589},<generator object ngen at 0x0000015E8FE996C0>,Terminal{551876-278589}
10707181-362865,Junction{10707181},True,"[Terminal{718457-362865}, Terminal{34509-362865}, Terminal{34510-362865}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{362865-cn},362865-cn,Terminal{10707181-362865},<generator object ngen at 0x0000015E8FE996C0>,Terminal{10707181-362865}
17348220-155274,EnergyConsumer{17348220},True,[Terminal{63655-155274}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{155274-cn},155274-cn,Terminal{17348220-155274},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17348220-155274}
685996-292676,AcLineSegment{685996},True,"[Terminal{685997-292676}, Terminal{679858-292676}, Terminal{579593-292676}, Terminal{29227415-292676}, Terminal{579697-292676}, Terminal{579594-292676}, Terminal{579696-292676}, Terminal{679862-292676}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{292676-cn},292676-cn,Terminal{685996-292676},<generator object ngen at 0x0000015E8FE996C0>,Terminal{685996-292676}
18010864-438575,EnergyConsumer{18010864},True,[Terminal{308543-438575}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{438575-cn},438575-cn,Terminal{18010864-438575},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18010864-438575}
19487-53406,AcLineSegment{19487},True,[Terminal{653460-53406}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{53406-cn},53406-cn,Terminal{19487-53406},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19487-53406}
17347498-570722,EnergyConsumer{17347498},True,[Terminal{473757-570722}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{570722-cn},570722-cn,Terminal{17347498-570722},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17347498-570722}
412565-519860,AcLineSegment{412565},True,"[Terminal{20983260-519860}, Terminal{412564-519860}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{519860-cn},519860-cn,Terminal{412565-519860},<generator object ngen at 0x0000015E8FE996C0>,Terminal{412565-519860}
17350312-662213,EnergyConsumer{17350312},True,[Terminal{580271-662213}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{662213-cn},662213-cn,Terminal{17350312-662213},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17350312-662213}
251500-47016,Fuse{251500},True,[Terminal{16224-47016}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{47016-cn},47016-cn,Terminal{251500-47016},<generator object ngen at 0x0000015E8FE996C0>,Terminal{251500-47016}
19083535-433822,Junction{19083535},True,"[Terminal{303600-433822}, Terminal{303603-433822}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{433822-cn},433822-cn,Terminal{19083535-433822},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19083535-433822}
711417-172613,AcLineSegment{711417},True,"[Terminal{37495013-172613}, Terminal{15792220-172613}, Terminal{14531998-172613}, Terminal{336903-172613}, Terminal{738868-172613}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{172613-cn},172613-cn,Terminal{711417-172613},<generator object ngen at 0x0000015E8FE996C0>,Terminal{711417-172613}
